locality,longitude,latitude,year_obs,nom_taxon,family,genus,dbh
Col d'Amoss,164.4378742,-20.30602285,2016,Kentiopsis magnifica,Arecaceae,Kentiopsis,21
Col d'Amoss,164.4378742,-20.30602285,2016,Kentiopsis magnifica,Arecaceae,Kentiopsis,20.7
Col d'Amoss,164.4378742,-20.30602285,2016,Kentiopsis magnifica,Arecaceae,Kentiopsis,18.5
Col d'Amoss,164.4378742,-20.30602285,2016,Kentiopsis magnifica,Arecaceae,Kentiopsis,20.7
Col d'Amoss,164.4378742,-20.30602285,2016,Kentiopsis magnifica,Arecaceae,Kentiopsis,21.3
Tiwae,165.133563,-20.8148359,2013,Lauraceae,Lauraceae,,23.2
Tiwae,165.133563,-20.8148359,2013,Lauraceae,Lauraceae,,36.6
Tiwae,165.133563,-20.8148359,2013,Lauraceae,Lauraceae,,11.1
Tiwae,165.133563,-20.8148359,2013,Lauraceae,Lauraceae,,16.6
Paoua,165.0959734,-21.16776648,2017,Libocedrus austrocaledonica,Cupressaceae,Libocedrus,10
Paoua,165.0959734,-21.16776648,2017,Libocedrus austrocaledonica,Cupressaceae,Libocedrus,13.1
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.8
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.3
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.2
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.5
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.3
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.1
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,15.9
Katalupaï,165.008391,-20.85251455,2017,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.5
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.1
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,14.3
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,18.4
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,17.1
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.3
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.4
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.1
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,16.6
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,13.7
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.7
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.2
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,13.6
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.7
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,14.4
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.5
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.5
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.1
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.9
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.3
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,13.8
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.7
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,14.8
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.1
Arago,165.4765625,-21.24147606,2015,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.1
Djeve,165.434952,-21.226105,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.8
Bouirou,165.545395,-21.416931,2014,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.8
Bouirou,165.545395,-21.416931,2014,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.8
Bouirou,165.545395,-21.416931,2014,Macaranga corymbosa,Euphorbiaceae,Macaranga,17.3
Bouirou,165.545395,-21.416931,2014,Macaranga corymbosa,Euphorbiaceae,Macaranga,14.3
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.2
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,14.6
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,10.8
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.5
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.8
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,12.1
Tiwae,165.133563,-20.8148359,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,11.5
Forêt Plate P12,165.120361,-21.148142,2013,Macaranga corymbosa,Euphorbiaceae,Macaranga,17.5
Calcaires de Koumac,164.355251,-20.539273,2016,Mallotus repandus,Euphorbiaceae,Mallotus,13.4
Calcaires de Koumac,164.355251,-20.539273,2016,Mallotus repandus,Euphorbiaceae,Mallotus,10.2
Calcaires de Koumac,164.355251,-20.539273,2016,Mallotus repandus,Euphorbiaceae,Mallotus,15.6
Calcaires de Koumac,164.355251,-20.539273,2016,Mammea neurophylla,Calophyllaceae,Mammea,15.3
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,22
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,18.1
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,13.4
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,12.7
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,14.6
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,12.4
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,14.6
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,19.7
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,19.1
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,20.4
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,23.2
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,12.7
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,14.3
Forêt Plate P12,165.120361,-21.148142,2013,Mammea neurophylla,Calophyllaceae,Mammea,21.3
Tiebaghi,164.2260028,-20.43131151,2018,Mangifera indica,Anacardiaceae,Mangifera,30.7
Tiebaghi,164.2260028,-20.43131151,2018,Mangifera indica,Anacardiaceae,Mangifera,42
Tiebaghi,164.2260028,-20.43131151,2018,Mangifera indica,Anacardiaceae,Mangifera,22.7
Tiebaghi,164.2260028,-20.43131151,2018,Mangifera indica,Anacardiaceae,Mangifera,17.8
Forêt Plate P17,165.107077,-21.122677,2015,Meiogyne,Annonaceae,Meiogyne,11.1
Forêt Plate P17,165.107077,-21.122677,2015,Meiogyne,Annonaceae,Meiogyne,12.1
Tiwae,165.133563,-20.8148359,2013,Meiogyne baillonii,Annonaceae,Meiogyne,10.2
Forêt Plate P12,165.120361,-21.148142,2013,Meiogyne baillonii,Annonaceae,Meiogyne,11.5
Forêt Plate P12,165.120361,-21.148142,2013,Meiogyne baillonii,Annonaceae,Meiogyne,11.5
Ateou,164.9203294,-20.95063655,2013,Meiogyne baillonii,Annonaceae,Meiogyne,14.3
Ateou,164.9203294,-20.95063655,2013,Meiogyne baillonii,Annonaceae,Meiogyne,11.1
Ateou,164.9203294,-20.95063655,2013,Meiogyne baillonii,Annonaceae,Meiogyne,13.1
Ateou,164.9203294,-20.95063655,2013,Meiogyne baillonii,Annonaceae,Meiogyne,11.8
Ateou,164.9203294,-20.95063655,2013,Meiogyne baillonii,Annonaceae,Meiogyne,14
Bouirou,165.545395,-21.416931,2014,Meiogyne lecardii,Annonaceae,Meiogyne,10.2
Bouirou,165.545395,-21.416931,2014,Meiogyne lecardii,Annonaceae,Meiogyne,10
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,24.5
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,27.1
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,29.9
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,23.2
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,23.9
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,10.3
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,10.2
Kouaoua,165.7504764,-21.43766426,2018,Metrosideros engleriana,Myrtaceae,Metrosideros,29.1
Paoua,165.0959734,-21.16776648,2017,Metrosideros engleriana,Myrtaceae,Metrosideros,21.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,44.9
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,40.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,37.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,26.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,16.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,10.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,11.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,12.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,26.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,24.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,32.8
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,15.3
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,13.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,27.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,24.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,14
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,10.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,15
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,13.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,15.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.3
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,14
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,21.3
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,12.1
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,16.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,16.2
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,11.8
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,18.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,21
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,31.2
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,10.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,19.4
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,11.8
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,16.2
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,34.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,24.5
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,29.9
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,20.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,30.2
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,30.9
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,29.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,12.6
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,13.7
Prokomeo,165.8697253,-21.49363895,2019,Metrosideros nitida,Myrtaceae,Metrosideros,15.4
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,10.8
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,11.1
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,21
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,19.3
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,18.5
Paoua,165.0959734,-21.16776648,2017,Metrosideros nitida,Myrtaceae,Metrosideros,15.6
Laguen,164.780212,-20.62504,2013,Mezoneuron,Fabaceae,Mezoneuron,10.2
Ateou,164.9203294,-20.95063655,2013,Mezoneuron,Fabaceae,Mezoneuron,12.4
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,12.7
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,10.5
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,28.6
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,14.6
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,19.7
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,44.2
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,17.5
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,17.2
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,37.2
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,10.2
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,21.3
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,14
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,11.1
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,16.2
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,10.7
Prokomeo,165.8697253,-21.49363895,2019,Montrouziera cauliflora,Clusiaceae,Montrouziera,10.7
Katalupaï,165.008391,-20.85251455,2017,Montrouziera cauliflora,Clusiaceae,Montrouziera,37.2
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,29.9
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,49.7
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,46
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,80.5
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,11.6
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,24.5
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,22.9
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,15
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,10.5
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,15.3
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,12.4
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,15.1
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,13.1
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,11.1
Arago,165.4765625,-21.24147606,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,41.5
Forêt Plate P09,165.122272,-21.146053,2004,Montrouziera cauliflora,Clusiaceae,Montrouziera,49.7
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,21
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,17.8
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,15
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,29
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,23.9
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,22.3
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,13.1
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,52.8
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,25.5
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,17.2
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,13.7
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,20.1
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,31.2
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,36
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,28.3
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,21.8
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,19.4
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,30.6
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,23.9
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,19.4
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,34.2
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,21.3
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,19.4
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,22.9
Aoupinié,165.277313,-21.177801,2015,Montrouziera cauliflora,Clusiaceae,Montrouziera,11.7
Bouirou,165.545395,-21.416931,2014,Montrouziera cauliflora,Clusiaceae,Montrouziera,12.3
Bouirou,165.545395,-21.416931,2014,Montrouziera cauliflora,Clusiaceae,Montrouziera,11.8
Bouirou,165.545395,-21.416931,2014,Montrouziera cauliflora,Clusiaceae,Montrouziera,24.8
Bouirou,165.545395,-21.416931,2014,Montrouziera cauliflora,Clusiaceae,Montrouziera,18.6
Bouirou,165.545395,-21.416931,2014,Montrouziera cauliflora,Clusiaceae,Montrouziera,30.9
Laguen,164.780212,-20.62504,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,32.1
Laguen,164.780212,-20.62504,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,43.9
Laguen,164.780212,-20.62504,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,79.6
Ateou,164.9203294,-20.95063655,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,45.2
Ateou,164.9203294,-20.95063655,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,49
Ateou,164.9203294,-20.95063655,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,24.8
Ateou,164.9203294,-20.95063655,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,72.9
Ateou,164.9203294,-20.95063655,2013,Montrouziera cauliflora,Clusiaceae,Montrouziera,16.6
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,13.1
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,20.4
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,15
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,17.2
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,12.1
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,13.4
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,18.1
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,11.5
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,14.3
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,13.1
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,13.7
Kouaoua,165.7504764,-21.43766426,2018,Montrouziera gabriellae,Clusiaceae,Montrouziera,22.9
Grand Lac,166.9039194,-22.27494722,2016,Montrouziera sphaeroidea,Clusiaceae,Montrouziera,10.2
Grand Lac,166.9039194,-22.27494722,2016,Montrouziera sphaeroidea,Clusiaceae,Montrouziera,62.7
Grand Lac,166.9039194,-22.27494722,2016,Montrouziera sphaeroidea,Clusiaceae,Montrouziera,10.9
Grand Lac,166.9039194,-22.27494722,2016,Montrouziera sphaeroidea,Clusiaceae,Montrouziera,12.1
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.5
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,11.5
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.2
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.8
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,18.8
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.2
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.8
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,14
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,11.8
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,12.1
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,12.9
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,14
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,15.3
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,23.6
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.2
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,12.4
Kouaoua,165.7504764,-21.43766426,2018,Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,10.8
