locality,longitude,latitude,year_obs,nom_taxon,family,genus,dbh
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Laguen,164.780212,-20.62504,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,15.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.6
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.6
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,15.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.6
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,13.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.7
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.2
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.1
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,11.5
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,10.8
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,14.3
Ateou,164.9203294,-20.95063655,2013,Burretiokentia vieillardii,Arecaceae,Burretiokentia,12.4
